client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
b567185fcad311105e9b65bde27bdec6ce704b688ff26d825291213365cf8e3f9155c3379c0b98422c29544a02036084bba2b39a4febd81d589392220033949f	common_voice_sr_36946634.mp3	35cd62168edba229d99057bd97474a4180737a881d33664ab823d16f6744a10d	Што не можеш.		1	0					sr	
b567185fcad311105e9b65bde27bdec6ce704b688ff26d825291213365cf8e3f9155c3379c0b98422c29544a02036084bba2b39a4febd81d589392220033949f	common_voice_sr_36946645.mp3	2f57f7d324d0d97cc18d99a5186405b5f667e32de9233a41286d413a4666fced	Ја не знам шта је то.		1	0					sr	
b567185fcad311105e9b65bde27bdec6ce704b688ff26d825291213365cf8e3f9155c3379c0b98422c29544a02036084bba2b39a4febd81d589392220033949f	common_voice_sr_36946761.mp3	4773beeb8dfb73183105f06064858401ef6854216d3dc0696225609fe8d8bf75	То нисам била ја!		1	1					sr	
b567185fcad311105e9b65bde27bdec6ce704b688ff26d825291213365cf8e3f9155c3379c0b98422c29544a02036084bba2b39a4febd81d589392220033949f	common_voice_sr_36946859.mp3	3aba583b9f9da019cb77c625dc14d61465808a1f0a8ebb0595a92f2e90d7c707	Толико је велик.		1	0					sr	
b567185fcad311105e9b65bde27bdec6ce704b688ff26d825291213365cf8e3f9155c3379c0b98422c29544a02036084bba2b39a4febd81d589392220033949f	common_voice_sr_36946890.mp3	447a48d6550848efb0b3444f25643d82b648e46ac5fee8bcb19d81893f609dba	Је л тако?		1	1					sr	
b567185fcad311105e9b65bde27bdec6ce704b688ff26d825291213365cf8e3f9155c3379c0b98422c29544a02036084bba2b39a4febd81d589392220033949f	common_voice_sr_36947086.mp3	549a08ee40440b42fc56d0e4ed70052f21af894ae01883af7245223d6762773b	А, ја не.		1	0					sr	
4e56f0bc33f2f754aa848319b35ce6faa14458e3ec2da893052e730ac0290333af103e1a986c1f09b23a64d577c7308a810d5b8b26413e3751ec03cc2902a7fa	common_voice_sr_36949089.mp3	1923ea2a5b4786134ff00b44cb4acf4073206bf72d1900877299ed42a92a0a17	У, шта је ово?		0	0			Војвођански		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949275.mp3	515c96776a0b68998f8fb0027b1890d76265ec32cfe07eb18c479a9b76d11bf3	То није мало!		1	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36950240.mp3	2cbaa13c0172045eca769a73c9f0699b2e12c6afc980bb455c1595680500c2f5	Он је пријатељ?		1	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36950286.mp3	5c9d563289719342c05004642b8bacd2e938d09c8424774165d61a59eecf9699	Па, не знамо.		1	0	fifties	female_feminine	Klasičan		sr	
