client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949149.mp3	4947ba3d9ace21d0e19002361869db96bd916a2f86ffb2385064148b4bb51027	Сигурно је сам?		2	0			Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949150.mp3	382ed744777dc1a29d5d272b9575241251f151745e78d5af4a5607bd5ad74e19	Само, не знам.		2	0			Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949151.mp3	02b45327ce60adffc58c6dca988ad947e23b6933ef1f76e1bff70cd94ddeeaa3	У књизи је.		2	0			Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949152.mp3	511d25a20de61d43fc349935439cba867ed51cf344e7727259ad9ef6eb2109bb	Свако ко је гледао тај филм рекао ми је да је одличан.		2	0			Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949153.mp3	d4ffb784b0367726e1a9d19a923bae4bc4e05ad00d090cbf283a5e977a18cdc6	То су те!		2	0			Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949203.mp3	564fe54db30efb8692742033906ec012d0a1799482c003064fc4cd29496b332c	Ја не волим.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949204.mp3	3b4c208eaa29c0e9f832d1ff471fefced78b55fe653e53f905ab5cb6922e068a	То је тако.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949206.mp3	3c12a9d439becb85961f5a19d16ba59d47ecf19fd1889c668b4c3f5543d377e9	И то је истина.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949216.mp3	4d1d825dc7aeb5fefcd777d44443e0b258a0f9e6679e0fa55eee993edcd16e4b	Прво, како ће нови устав бити донесен?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949219.mp3	4b724fd6fbc4549919c2fed8ad2d806ee9521b62f22f1e2b92e518097022e5c3	Шта има ново?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949220.mp3	8e479598320880e8e41bc1d71cec825550fb392595f581d22f1a8ade83a77864	Суштина програма је алтернативна култура, углавном прилагођена публици.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949221.mp3	f7e84933ad6e18dd68fcd4d91841ecc994d46d4a5f32f505237d1f82f5f31453	Шансе за тако нешто су слабе.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949232.mp3	0e6777cbc928df881b212433be928ae8d152c89a5c3d5d85398792649788a898	Премијерка је прихватила његову оставку.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949233.mp3	5028eafd9301ea0d90e70611b2c4256f35f740fdf69eea2a2df60f511a24a28a	За ово не.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949234.mp3	4dc0843712e979bad48bc3773ff980c4f9fb670981be01fb3dcb86cbd1d860f4	То ти је!		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949241.mp3	4e2d19a93cc580352a6746b905bb3e03c361ddbe4eb77939647e919545942874	Да, је добро.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949242.mp3	5344d3a76efd5e1285bb1a83fe800c29b301aea973adc2b2f46ac8c897ac2348	Који је ваш став о томе?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949243.mp3	4287455258f8d03b435ecf2036ddbb65d6922150a7bdc212d0517ceee9ec57d9	Нисам ја то!		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949244.mp3	3b6af0898950d28bb2f181aa2edbb7093c03941a357af36571f36ecf18f9e67f	И још је.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949251.mp3	474a41845e975df5022e1d03958e81eaa2040b7ce0f164974773002e9ea5a33c	То је суштина демократије.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949252.mp3	54d6f647a3986a0ccf510ccb6f9961841727992ea6d51f6fbd810335b06a24b4	А која је?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949254.mp3	356ee6ca3b187dd5149dceb824d3987e7f5d32dfb0dd0944efa01e7f21e985fd	Али то није увек тако.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949255.mp3	2df1732dd6b80ecf34436f280a995575bbecf032233d92b0cf856613483bea8d	То си ти!		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949256.mp3	539d7d2560f6fc6a58a973ac0d9487c6236a5d4ab9c21c3a4222084fb27bd547	Да јој кажем.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949261.mp3	56994539464a3d02e12758d7004a749d25a73557ecdd176f3a13eb9e72874744	И са њим?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949263.mp3	3fb767942d2614acca3dd5fc287a0c1bbc1190f880290545b201a6a21dbe4faa	Знаш како ми је?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949264.mp3	2ddb737ac71a96a00c1dad07d7baea79dcb341fd9fb4934adbff9e69143a4d46	Јеси ли ти при себи?		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949265.mp3	4cb7e3e12abb78494c34d9498fda307fcb2a71e7607da05e9d99feb84ef386c5	Отац ми је.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949271.mp3	47a06bc6a6e7c3b2543330a610d199f89e0b313d7cf8afb3080c67166d6a34fa	И само једном.		2	1	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949272.mp3	49475e932c96609d4eb90576166e735230c70e631441a79ca6d9dbbc92a3e538	Још један пут.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949273.mp3	4e513156a435764080e07cf76d565283bdd0fb09e4df8c913a63979fa20313da	И боји се.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949274.mp3	52b81aa6afd708522414310b865f11aa69f015151410348c499b923c64e67b8d	И мене је.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949289.mp3	4d74c1f489ede6804bf617a349b26138335887c7b8308604ca90ca732d9db69b	А ја не?		2	1	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949290.mp3	10cc9815ccb6f68c9e5522d02b8bf6d5dda43b4d095ae6a53bf18c912e788ae7	Нека си благословен.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949291.mp3	49ea239fceef9f629d86e1f59ed1fe93b105b89baf8888dc6858a0248b00fcc5	Једни од других.		2	0	fifties	female_feminine	Klasičan		sr	
8ac818c75bdfe32558921ff326d014bd33793d73411f15f3b26275036985b705c7b264622e724752fc35a6ae6d4eaec87bc67e126c936761d16d2ea6c9c0b980	common_voice_sr_36949292.mp3	1b2c299e35cc09ac69123a82e9631693aaff2ce3c7233b6f15323a51db94b47e	Ја вас молим!		2	0	fifties	female_feminine	Klasičan		sr	
